FID,id,site_id,latitude,longitude,country_id,month_start,year_start,month_end,year_end,species,id_method1,id_method2,sample_method1,sample_method2,sample_method3,sample_method4,assi,citation
Anopheline_Data.fid-4b4ba6ae_1627243c985_753b,11526,1000001659,5.893,5.679,NGA,6,1997,8,1997,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_753c,11527,1000001659,5.893,5.679,NGA,5,1999,6,1999,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>Population genetic structure of the malaria mosquito <i>Anopheles arabiensis</i> across Nigeria suggests range expansion.</b> <i>Molecular Ecology</i>, <b>10</b>(11):2577-91"
Anopheline_Data.fid-4b4ba6ae_1627243c985_753d,11923,1000001755,7.067,3.75,NGA,7,2001,6,2002,"Anopheles funestus Giles, 1900",morphology,not applicable,indoor light trap,,,,,"Amusan, A.A., Mafiana, C.F., Idowu, A.B. and Olatunde, G.O. (2005).  <b>Sampling mosquitoes with CDC light trap in rice field and plantation communities in Ogun State, Nigeria.</b> <i>Tanzania Health Research Bulletin</i>, <b>7</b>(3):111-6"
Anopheline_Data.fid-4b4ba6ae_1627243c985_753e,11926,1000001755,7.067,3.75,NGA,7,2001,6,2002,"Anopheles moucheti Evans, 1925",morphology,not applicable,indoor light trap,,,,,"Amusan, A.A., Mafiana, C.F., Idowu, A.B. and Olatunde, G.O. (2005).  <b>Sampling mosquitoes with CDC light trap in rice field and plantation communities in Ogun State, Nigeria.</b> <i>Tanzania Health Research Bulletin</i>, <b>7</b>(3):111-6"
Anopheline_Data.fid-4b4ba6ae_1627243c985_753f,11927,1000001756,6.865,3.716,NGA,7,2001,6,2002,"Anopheles funestus Giles, 1900",morphology,not applicable,indoor light trap,,,,,"Amusan, A.A., Mafiana, C.F., Idowu, A.B. and Olatunde, G.O. (2005).  <b>Sampling mosquitoes with CDC light trap in rice field and plantation communities in Ogun State, Nigeria.</b> <i>Tanzania Health Research Bulletin</i>, <b>7</b>(3):111-6"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7540,11928,1000001756,6.865,3.716,NGA,7,2001,6,2002,Anopheles nili species complex,morphology,not applicable,indoor light trap,,,,,"Amusan, A.A., Mafiana, C.F., Idowu, A.B. and Olatunde, G.O. (2005).  <b>Sampling mosquitoes with CDC light trap in rice field and plantation communities in Ogun State, Nigeria.</b> <i>Tanzania Health Research Bulletin</i>, <b>7</b>(3):111-6"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7541,11930,1000001756,6.865,3.716,NGA,7,2001,6,2002,"Anopheles moucheti Evans, 1925",morphology,not applicable,indoor light trap,,,,,"Amusan, A.A., Mafiana, C.F., Idowu, A.B. and Olatunde, G.O. (2005).  <b>Sampling mosquitoes with CDC light trap in rice field and plantation communities in Ogun State, Nigeria.</b> <i>Tanzania Health Research Bulletin</i>, <b>7</b>(3):111-6"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7542,11994,1000001770,10.499,7.432,NGA,3,1975,3,1975,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7543,11991,1000001770,10.499,7.432,NGA,8,1974,8,1974,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7544,11992,1000001770,10.499,7.432,NGA,12,1974,12,1974,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7545,11993,1000001770,10.499,7.432,NGA,2,1975,2,1975,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7546,11995,1000001770,10.499,7.432,NGA,4,1975,4,1975,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7547,11996,1000001770,10.499,7.432,NGA,5,1975,5,1975,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7548,11997,1000001770,10.499,7.432,NGA,6,1975,6,1975,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7549,11998,1000001770,10.499,7.432,NGA,8,1975,8,1975,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_754a,11999,1000001770,10.499,7.432,NGA,8,1974,8,1974,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_754b,12000,1000001770,10.499,7.432,NGA,12,1974,12,1974,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_754c,12001,1000001770,10.499,7.432,NGA,2,1975,2,1975,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_754d,12002,1000001770,10.499,7.432,NGA,3,1975,3,1975,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_754e,12003,1000001770,10.499,7.432,NGA,4,1975,4,1975,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_754f,12004,1000001770,10.499,7.432,NGA,5,1975,5,1975,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7550,12005,1000001770,10.499,7.432,NGA,6,1975,6,1975,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7551,12006,1000001770,10.499,7.432,NGA,8,1975,8,1975,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,not applicable,house resting inside,,,,,"Rishikesh, N., Di Deco, M.A., Petrarca, V. and Coluzzi, M. (1985).  <b>Seasonal variations in indoor resting <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i> in Kaduna, Nigeria.</b> <i>Acta Tropica</i>, <b>42</b>(2):165-70"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7552,12057,1000001773,9.4,9.699,NGA,7,1999,11,2002,"Anopheles funestus Giles, 1900",unknown,not applicable,house resting inside,,,,,"Richards, F.O., Pam, D.D., Kal, A., Gerlong, G.Y., Onyeka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Terranella, A., Kumbak, D., Dakul, A., Lenhart, A., Rakers, L., Umaru, J., Amadiegwu, S., Withers, P.C., Mafuyai, H., Jinadu, M.Y., Miri, E.S. and Eigege, A. (2005).  <b>Significant decrease in the prevalence of <i>Wuchereria bancrofti</i> infection in anopheline mosquitoes following the addition of albendazole to annual, ivermectin-based, mass treatments in Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>99</b>(2):155-64"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7553,12061,1000001775,9.299,9.334,NGA,7,1999,11,2002,"Anopheles funestus Giles, 1900",unknown,not applicable,house resting inside,,,,,"Richards, F.O., Pam, D.D., Kal, A., Gerlong, G.Y., Onyeka, J., Sambo, Y., Danboyi, J., Ibrahim, B., Terranella, A., Kumbak, D., Dakul, A., Lenhart, A., Rakers, L., Umaru, J., Amadiegwu, S., Withers, P.C., Mafuyai, H., Jinadu, M.Y., Miri, E.S. and Eigege, A. (2005).  <b>Significant decrease in the prevalence of <i>Wuchereria bancrofti</i> infection in anopheline mosquitoes following the addition of albendazole to annual, ivermectin-based, mass treatments in Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>99</b>(2):155-64"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7554,66336,1000017056,5.9167,5.7667,NGA,,,,,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,,house resting inside,larval collection,,,,MARA. (2009). <i>MARA - distribution records of <i>Anopheles gambiae</i> species.</i>
Anopheline_Data.fid-4b4ba6ae_1627243c985_7555,66337,1000017056,5.9167,5.7667,NGA,,,,,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,,house resting inside,larval collection,,,,MARA. (2009). <i>MARA - distribution records of <i>Anopheles gambiae</i> species.</i>
Anopheline_Data.fid-4b4ba6ae_1627243c985_7556,29003,1000006527,13.518,13.768,NGA,4,1994,11,1998,"Anopheles funestus Giles, 1900",morphology,,house resting inside,,,,,"Dia, I., Lochouarn, L., Diatta, M., Sokhna, C.S. and Fontenille, D. (2001).  <b>[Feeding behaviour of <i>Anopheles funestus</i> resting females in Senegal].</b> <i>Bulletin de la Société de Pathologie Exotique</i>, <b>94</b>(2 Pt 2):210-3"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7557,30165,29356,7.159,3.349,NGA,,,,,"Anopheles funestus Giles, 1900",morphology,polymerase chain reaction method,unknown,,,,W form,"Koekemoer, L.L., Kamau, L., Garros, C., Manguin, S., Hunt, R.H. and Coetzee, M. (2006).  <b>Impact of the Rift Valley on restriction fragment length polymorphism typing of the major African malaria vector <i>Anopheles funestus</i> (Diptera: Culicidae).</b> <i>Journal of Medical Entomology</i>, <b>43</b>(6):1178-84"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7558,31650,1000007449,8.8333,7.8667,NGA,7,1999,7,1999,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,house resting inside,,,,S form,"Lehmann, T., Licht, M., Gimnig, J.E., Hightower, A., Vulule, J.M. and Hawley, W.A. (2003).  <b>Spatial and temporal variation in kinship among <i>Anopheles gambiae</i> (Diptera: Culicidae) mosquitoes.</b> <i>Journal of Medical Entomology</i>, <b>40</b>(4):421-9"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7559,31825,1000007571,7.232,3.024,NGA,7,2001,7,2001,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Kristan, M., Fleischmann, H., della Torre, A., Stich, A. and Curtis, C.F. (2003).  <b>Pyrethroid resistance/susceptibility and differential urban/rural distribution of <i>Anopheles arabiensis</i> and <i>An. gambiae</i> s.s. malaria vectors in Nigeria and Ghana.</b> <i>Medical and Veterinary Entomology</i>, <b>17</b>(3):326-32"
Anopheline_Data.fid-4b4ba6ae_1627243c985_755a,31826,1000007571,7.232,3.024,NGA,7,2001,7,2001,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,M & S form,"Kristan, M., Fleischmann, H., della Torre, A., Stich, A. and Curtis, C.F. (2003).  <b>Pyrethroid resistance/susceptibility and differential urban/rural distribution of <i>Anopheles arabiensis</i> and <i>An. gambiae</i> s.s. malaria vectors in Nigeria and Ghana.</b> <i>Medical and Veterinary Entomology</i>, <b>17</b>(3):326-32"
Anopheline_Data.fid-4b4ba6ae_1627243c985_755b,31831,1000007574,7.034,3.45,NGA,7,2001,7,2001,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Kristan, M., Fleischmann, H., della Torre, A., Stich, A. and Curtis, C.F. (2003).  <b>Pyrethroid resistance/susceptibility and differential urban/rural distribution of <i>Anopheles arabiensis</i> and <i>An. gambiae</i> s.s. malaria vectors in Nigeria and Ghana.</b> <i>Medical and Veterinary Entomology</i>, <b>17</b>(3):326-32"
Anopheline_Data.fid-4b4ba6ae_1627243c985_755c,31832,1000007574,7.034,3.45,NGA,7,2001,7,2001,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,M & S form,"Kristan, M., Fleischmann, H., della Torre, A., Stich, A. and Curtis, C.F. (2003).  <b>Pyrethroid resistance/susceptibility and differential urban/rural distribution of <i>Anopheles arabiensis</i> and <i>An. gambiae</i> s.s. malaria vectors in Nigeria and Ghana.</b> <i>Medical and Veterinary Entomology</i>, <b>17</b>(3):326-32"
Anopheline_Data.fid-4b4ba6ae_1627243c985_755d,31833,1000007575,7.217,3.616,NGA,7,2001,7,2001,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Kristan, M., Fleischmann, H., della Torre, A., Stich, A. and Curtis, C.F. (2003).  <b>Pyrethroid resistance/susceptibility and differential urban/rural distribution of <i>Anopheles arabiensis</i> and <i>An. gambiae</i> s.s. malaria vectors in Nigeria and Ghana.</b> <i>Medical and Veterinary Entomology</i>, <b>17</b>(3):326-32"
Anopheline_Data.fid-4b4ba6ae_1627243c985_755e,31834,1000007575,7.217,3.616,NGA,7,2001,7,2001,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,M & S form,"Kristan, M., Fleischmann, H., della Torre, A., Stich, A. and Curtis, C.F. (2003).  <b>Pyrethroid resistance/susceptibility and differential urban/rural distribution of <i>Anopheles arabiensis</i> and <i>An. gambiae</i> s.s. malaria vectors in Nigeria and Ghana.</b> <i>Medical and Veterinary Entomology</i>, <b>17</b>(3):326-32"
Anopheline_Data.fid-4b4ba6ae_1627243c985_755f,31924,1000007642,11.7,8.2833,NGA,7,1985,7,1985,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,,house resting inside,,,,,"Touré, Y.T., Petrarca, V., Traoré, S.F., Coulibaly, A., Maiga, H.M., Sankaré, O., Sow, M., Di Deco, M.A. and Coluzzi, M. (1998).  <b>The distribution and inversion polymorphism of chromosomally recognized taxa of the <i>Anopheles gambiae</i> complex in Mali, West Africa.</b> <i>Parassitologia</i>, <b>40</b>(4):477-511"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7560,31925,1000007642,11.7,8.2833,NGA,8,1987,8,1987,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,,house resting inside,,,,,"Touré, Y.T., Petrarca, V., Traoré, S.F., Coulibaly, A., Maiga, H.M., Sankaré, O., Sow, M., Di Deco, M.A. and Coluzzi, M. (1998).  <b>The distribution and inversion polymorphism of chromosomally recognized taxa of the <i>Anopheles gambiae</i> complex in Mali, West Africa.</b> <i>Parassitologia</i>, <b>40</b>(4):477-511"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7561,31926,1000007642,11.7,8.2833,NGA,9,1992,9,1992,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,,house resting inside,,,,,"Touré, Y.T., Petrarca, V., Traoré, S.F., Coulibaly, A., Maiga, H.M., Sankaré, O., Sow, M., Di Deco, M.A. and Coluzzi, M. (1998).  <b>The distribution and inversion polymorphism of chromosomally recognized taxa of the <i>Anopheles gambiae</i> complex in Mali, West Africa.</b> <i>Parassitologia</i>, <b>40</b>(4):477-511"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7562,31927,1000007642,11.7,8.2833,NGA,7,1993,8,1993,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,,house resting inside,,,,,"Touré, Y.T., Petrarca, V., Traoré, S.F., Coulibaly, A., Maiga, H.M., Sankaré, O., Sow, M., Di Deco, M.A. and Coluzzi, M. (1998).  <b>The distribution and inversion polymorphism of chromosomally recognized taxa of the <i>Anopheles gambiae</i> complex in Mali, West Africa.</b> <i>Parassitologia</i>, <b>40</b>(4):477-511"
